County,State,Dem,Rep
Williamson,TX,49.56,48.15
Wilson,TX,25.37,73.76
Winkler,TX,16.84,82.46
Wise,TX,15.37,83.52
Wood,TX,15.4,83.63
Yoakum,TX,15.96,82.63
Young,TX,12.55,86.3
Zapata,TX,47.13,52.48
Zavala,TX,65.4,34.03
Beaver,UT,11.52,86.94
Box Elder,UT,16.37,78.87
Cache,UT,28.53,65.17
Carbon,UT,25.39,71.05
Daggett,UT,17.85,79.74
Davis,UT,33.1,60.04
Duchesne,UT,9.85,87.75
Emery,UT,11.68,85.89
Garfield,UT,18.81,78.99
Grand,UT,53.91,43.19
Iron,UT,19.49,75.64
Juab,UT,10.93,86.18
Kane,UT,25.76,71.3
Millard,UT,10.08,87.3
Morgan,UT,16.44,78.43
Piute,UT,9.84,88.44
Rich,UT,13.15,84.51
Salt Lake,UT,53.04,42.11
San Juan,UT,45.09,51.2
Sanpete,UT,14.1,82.19
Sevier,UT,10.46,87.35
Summit,UT,57.99,39.0
Tooele,UT,28.37,66.67
Uintah,UT,10.82,86.28
Utah,UT,26.3,66.69
Wasatch,UT,34.78,60.68
Washington,UT,22.52,73.82
Wayne,UT,22.39,75.4
Weber,UT,36.13,58.54
Addison,VT,67.96,28.57
Bennington,VT,62.09,34.77
Caledonia,VT,55.73,40.52
Chittenden,VT,75.78,21.25
Essex,VT,42.73,53.92
Franklin,VT,52.69,43.65
Grand Isle,VT,59.88,37.31
Lamoille,VT,68.66,27.91
Orange,VT,60.18,36.13
Orleans,VT,50.7,46.2
Rutland,VT,53.66,43.19
Washington,VT,71.35,25.29
Windham,VT,72.08,24.74
Windsor,VT,67.86,28.95
Accomack,VA,44.68,54.07
Albemarle,VA,65.68,32.18
Alleghany,VA,27.34,71.43
Amelia,VA,30.55,68.29
Amherst,VA,33.35,64.93
Appomattox,VA,26.09,72.31
Arlington,VA,80.6,17.08
Augusta,VA,25.64,72.65
Bath,VA,25.83,73.33
Bedford,VA,25.02,73.15
Bland,VA,15.29,83.44
Botetourt,VA,26.99,71.49
Brunswick,VA,57.27,42.24
Buchanan,VA,15.94,83.5
Buckingham,VA,42.71,55.92
Campbell,VA,27.0,71.07
Caroline,VA,47.01,51.18
Carroll,VA,18.16,80.88
Charles City,VA,59.09,39.65
Charlotte,VA,37.43,61.62
Chesterfield,VA,52.45,45.77
Clarke,VA,41.98,55.61
Craig,VA,18.52,80.03
Culpeper,VA,39.15,59.05
Cumberland,VA,41.94,56.85
Dickenson,VA,20.58,78.71
Dinwiddie,VA,41.24,57.61
Essex,VA,49.17,49.77
Fairfax,VA,69.89,28.03
Fauquier,VA,40.23,57.5
Floyd,VA,31.93,66.17
Fluvanna,VA,46.81,51.48
Franklin,VA,28.22,70.35
Frederick,VA,35.33,62.74
Giles,VA,23.5,74.93
Gloucester,VA,31.25,66.76
Goochland,VA,39.44,58.8
Grayson,VA,18.88,80.3
Greene,VA,36.8,60.7
Greensville,VA,57.43,41.85
Halifax,VA,42.01,57.09
Hanover,VA,35.66,62.45
Henrico,VA,63.65,34.64
Henry,VA,34.96,64.07
Highland,VA,27.2,71.23
Isle of Wight,VA,40.07,58.44
James City,VA,51.5,46.66
King and Queen,VA,38.64,59.54
King George,VA,37.99,59.38
King William,VA,30.37,68.18
Lancaster,VA,47.09,51.69
Lee,VA,14.97,84.1
Loudoun,VA,61.54,36.51
Louisa,VA,37.73,60.66
Lunenburg,VA,40.3,58.95
Madison,VA,33.19,65.2
Mathews,VA,31.33,66.96
Mecklenburg,VA,41.98,57.18
Middlesex,VA,36.71,61.84
Montgomery,VA,51.55,45.8
Nelson,VA,46.45,51.65
New Kent,VA,31.95,66.59
Northampton,VA,54.47,43.89
Northumberland,VA,41.61,57.39
Nottoway,VA,41.98,56.89
Orange,VA,38.54,59.91
Page,VA,24.03,74.68
Patrick,VA,20.5,78.51
Pittsylvania,VA,29.55,69.39
Powhatan,VA,26.96,71.24
Prince Edward,VA,51.94,46.31
Prince George,VA,40.75,57.96
Prince William,VA,62.64,35.61
Pulaski,VA,28.34,69.79
Rappahannock,VA,42.11,56.49
Richmond,VA,36.88,62.09
Roanoke,VA,38.12,59.93
Rockbridge,VA,33.02,65.37
Rockingham,VA,28.86,69.27
Russell,VA,17.73,81.27
Scott,VA,15.57,83.38
Shenandoah,VA,28.86,69.51
Smyth,VA,21.28,77.55
Southampton,VA,40.56,58.55
Spotsylvania,VA,45.55,52.33
Stafford,VA,50.54,47.27
Surry,VA,53.61,45.29
Sussex,VA,55.56,43.61
Tazewell,VA,15.92,83.1
Warren,VA,31.22,66.53
Washington,VA,23.07,75.58
Westmoreland,VA,45.31,53.54
Wise,VA,18.72,80.45
Wythe,VA,20.85,77.85
York,VA,45.59,52.19
Alexandria City,VA,80.28,17.63
Bedford City,VA,0.0,0.0
Bristol City,VA,29.63,68.5
Buena Vista City,VA,29.72,67.11
Charlottesville City,VA,85.5,12.78
Chesapeake City,VA,52.22,45.77
Clifton Forge City,VA,0.0,0.0
Colonial Heights Cit,VA,32.5,65.68
Covington City,VA,37.03,60.7
Danville City,VA,60.4,38.31
Emporia City,VA,67.7,31.67
Fairfax City,VA,68.04,29.72
Falls Church City,VA,81.03,16.9
Franklin City,VA,62.22,36.64
Fredericksburg City,VA,66.22,31.39
Galax City,VA,29.45,69.67
Hampton City,VA,70.14,27.97
Harrisonburg City,VA,64.51,32.72
Hopewell City,VA,56.52,41.84
Lexington City,VA,64.84,32.8
Lynchburg City,VA,49.63,47.02
Manassas City,VA,61.03,36.87
Manassas Park City,VA,65.58,32.51
Martinsville City,VA,62.63,36.01
Newport News City,VA,65.39,32.48
Norfolk City,VA,71.69,26.08
Norton City,VA,28.98,69.27
Petersburg City,VA,87.75,11.22
Poquoson City,VA,26.14,71.34
Portsmouth City,VA,69.42,28.61
Radford City,VA,53.13,44.08
Richmond City,VA,82.92,14.94
Roanoke City,VA,61.8,36.02
Salem City,VA,39.45,58.87
South Boston City,VA,0.0,0.0
Staunton City,VA,53.74,43.84
Suffolk City,VA,57.77,40.45
Virginia Beach City,VA,51.59,46.18
Waynesboro City,VA,46.29,51.39
Williamsburg City,VA,69.59,28.52
Winchester City,VA,54.6,43.13
Adams,WA,30.95,66.65
Asotin,WA,35.56,61.24
Benton,WA,37.57,58.59
Chelan,WA,44.68,52.52
Clallam,WA,50.18,46.81
Clark,WA,50.95,45.86
Columbia,WA,26.77,70.3
Cowlitz,WA,39.71,57.11
Douglas,WA,36.66,60.8
Ferry,WA,34.03,63.45
Franklin,WA,41.17,55.67
Garfield,WA,24.58,71.79
Grant,WA,31.37,65.72
Grays Harbor,WA,45.14,51.71
Island,WA,54.17,42.18
Jefferson,WA,69.39,27.96
King,WA,74.95,22.24
Kitsap,WA,56.9,38.8
Kittitas,WA,43.32,53.5
Klickitat,WA,43.95,53.37
Lewis,WA,32.05,64.87
Lincoln,WA,24.36,73.23
Mason,WA,46.29,50.16
Okanogan,WA,41.82,55.63
Pacific,WA,48.31,49.44
Pend Oreille,WA,30.32,66.97
Pierce,WA,53.76,42.61
San Juan,WA,73.69,23.16
Skagit,WA,52.1,44.62
Skamania,WA,43.65,53.13
Snohomish,WA,58.51,37.93
Spokane,WA,45.96,50.29
Stevens,WA,27.57,69.67
Thurston,WA,57.46,38.82
Wahkiakum,WA,39.08,58.4
Walla Walla,WA,43.79,52.46
Whatcom,WA,60.35,36.42
Whitman,WA,52.94,42.92
Yakima,WA,44.89,52.56
Barbour,WV,21.82,76.62
Berkeley,WV,33.35,64.57
Boone,WV,22.65,75.62
Braxton,WV,25.72,72.74
Brooke,WV,27.66,70.81
Cabell,WV,40.13,58.14
Calhoun,WV,19.12,79.57
Clay,WV,19.05,79.61
Doddridge,WV,14.03,84.46
Fayette,WV,30.01,68.64
Gilmer,WV,22.5,75.58
Grant,WV,11.02,88.4
Greenbrier,WV,29.37,68.93
Hampshire,WV,19.22,79.65
Hancock,WV,27.46,71.05
Hardy,WV,21.81,76.73
Harrison,WV,30.25,67.89
Jackson,WV,23.74,74.71
Jefferson,WV,43.77,54.26
Kanawha,WV,41.76,56.41
Lewis,WV,20.62,77.52
Lincoln,WV,21.85,76.77
Logan,WV,17.91,80.87
McDowell,WV,20.42,78.87
Marion,WV,34.5,63.18
Marshall,WV,24.54,74.11
Mason,WV,22.54,75.77
Mercer,WV,22.1,76.53
Mineral,WV,20.66,77.97
Mingo,WV,13.93,85.22
Monongalia,WV,48.2,49.44
Monroe,WV,20.72,78.09
Morgan,WV,22.98,75.17
Nicholas,WV,20.93,77.86
Ohio,WV,36.3,62.08
Pendleton,WV,22.41,76.03
Pleasants,WV,20.02,78.54
Pocahontas,WV,26.12,72.21
Preston,WV,21.7,76.79
Putnam,WV,27.64,70.29
Raleigh,WV,24.1,74.51
Randolph,WV,27.56,71.09
Ritchie,WV,13.68,85.2
Roane,WV,25.25,73.1
Summers,WV,25.93,72.95
Taylor,WV,24.33,74.18
Tucker,WV,24.4,73.89
Tyler,WV,16.08,82.23
Upshur,WV,22.07,76.01
Wayne,WV,24.12,74.26
Webster,WV,17.93,81.1
Wetzel,WV,23.08,74.87
Wirt,WV,17.57,80.44
Wood,WV,28.19,70.17
Wyoming,WV,13.47,85.58
Adams,WI,36.63,62.29
Ashland,WI,54.82,43.86
Barron,WI,36.27,62.35
Bayfield,WI,56.5,42.44
Brown,WI,45.49,52.68
Buffalo,WI,36.59,61.85
Burnett,WI,35.19,63.72
Calumet,WI,39.37,59.0
Chippewa,WI,38.91,59.32
Clark,WI,30.37,67.14
Columbia,WI,48.45,49.98
Crawford,WI,45.46,53.13
Dane,WI,75.46,22.86
Dodge,WI,33.77,64.73
Door,WI,49.93,48.48
Douglas,WI,53.56,44.26
Dunn,WI,42.07,56.0
Eau Claire,WI,54.26,43.49
Florence,WI,26.56,72.55
Fond du Lac,WI,35.96,62.45
Forest,WI,34.06,65.01
Grant,WI,42.95,55.22
Green,WI,50.69,47.51
Green Lake,WI,31.34,67.17
Iowa,WI,55.95,42.23
Iron,WI,38.23,60.8
Jackson,WI,41.79,56.86
Jefferson,WI,41.48,56.71
Juneau,WI,34.62,63.82
Kenosha,WI,47.55,50.68
Kewaunee,WI,32.87,65.54
La Crosse,WI,55.75,42.25
Lafayette,WI,42.63,56.35
Langlade,WI,33.18,65.65
Lincoln,WI,37.95,60.72
Manitowoc,WI,37.52,60.72
Marathon,WI,40.14,58.14
Marinette,WI,32.06,66.6
Marquette,WI,35.73,63.09
Menominee,WI,81.95,17.48
Milwaukee,WI,69.07,29.25
Monroe,WI,37.3,60.92
Oconto,WI,28.93,69.89
Oneida,WI,41.83,56.59
Outagamie,WI,44.13,54.05
Ozaukee,WI,43.13,55.15
Pepin,WI,35.93,62.36
Pierce,WI,42.01,54.96
Polk,WI,35.53,62.99
Portage,WI,50.31,47.53
Price,WI,35.48,63.12
Racine,WI,47.12,51.18
Richland,WI,44.32,54.04
Rock,WI,54.66,43.51
Rusk,WI,31.92,66.66
St Croix,WI,40.89,56.78
Sauk,WI,50.02,48.32
Sawyer,WI,42.8,56.22
Shawano,WI,31.53,67.09
Sheboygan,WI,41.06,56.97
Taylor,WI,25.2,71.65
Trempealeau,WI,40.86,57.43
Vernon,WI,46.83,51.61
Vilas,WI,38.41,60.26
Walworth,WI,39.56,58.77
Washburn,WI,37.26,61.03
Washington,WI,30.26,68.4
Waukesha,WI,38.77,59.57
Waupaca,WI,33.31,65.06
Waushara,WI,32.34,66.45
Winnebago,WI,46.86,50.83
Wood,WI,39.63,58.86
Albany,WY,48.84,46.08
Big Horn,WY,13.7,83.55
Campbell,WY,9.89,86.76
Carbon,WY,21.41,75.24
Converse,WY,12.35,84.89
Crook,WY,9.18,88.64
Fremont,WY,30.47,66.3
Goshen,WY,19.28,78.16
Hot Springs,WY,18.7,77.57
Johnson,WY,18.25,78.98
Laramie,WY,33.83,62.0
Lincoln,WY,14.42,82.57
Natrona,WY,24.23,71.79
Niobrara,WY,11.85,85.47
Park,WY,20.4,76.65
Platte,WY,18.08,79.18
Sheridan,WY,24.61,72.09
Sublette,WY,17.75,79.62
Sweetwater,WY,23.03,73.66
Teton,WY,67.1,29.58
Uinta,WY,16.92,79.73
Washakie,WY,16.23,80.88
Weston,WY,10.16,87.72
Unknown,AS,0.0,0.0
Olosega,AS,0.0,0.0
Tutuila,AS,0.0,0.0
Guam,GU,0.0,0.0
Rota,MP,0.0,0.0
Saipan,MP,0.0,0.0
Tinian,MP,0.0,0.0
Adjuntas,PR,0.0,0.0
Aguada,PR,0.0,0.0
Aguadilla,PR,0.0,0.0
Aguas Buenas,PR,0.0,0.0
Aibonito,PR,0.0,0.0
Anasco,PR,0.0,0.0
Arecibo,PR,0.0,0.0
Arroyo,PR,0.0,0.0
Barceloneta,PR,0.0,0.0
Barranquitas,PR,0.0,0.0
Bayamon,PR,0.0,0.0
Cabo Rojo,PR,0.0,0.0
Caguas,PR,0.0,0.0
Camuy,PR,0.0,0.0
Canovanas,PR,0.0,0.0
Carolina,PR,0.0,0.0
Catano,PR,0.0,0.0
Cayey,PR,0.0,0.0
Ceiba,PR,0.0,0.0
Cidra,PR,0.0,0.0
Coamo,PR,0.0,0.0
Comerio,PR,0.0,0.0
Corozal,PR,0.0,0.0
Culebra,PR,0.0,0.0
Dorado,PR,0.0,0.0
Fajardo,PR,0.0,0.0
Florida,PR,0.0,0.0
Guanica,PR,0.0,0.0
Guayama,PR,0.0,0.0
Guayanilla,PR,0.0,0.0
Guaynabo,PR,0.0,0.0
Gurabo,PR,0.0,0.0
Hatillo,PR,0.0,0.0
Hormigueros,PR,0.0,0.0
Isabela,PR,0.0,0.0
Jayuya,PR,0.0,0.0
Juana Diaz,PR,0.0,0.0
Juncos,PR,0.0,0.0
Lajas,PR,0.0,0.0
Lares,PR,0.0,0.0
Las Marias,PR,0.0,0.0
Las Piedras,PR,0.0,0.0
Loiza,PR,0.0,0.0
Luquillo,PR,0.0,0.0
Manati,PR,0.0,0.0
Maricao,PR,0.0,0.0
Maunabo,PR,0.0,0.0
Mayaguez,PR,0.0,0.0
Moca,PR,0.0,0.0
Morovis,PR,0.0,0.0
Nabuabo,PR,0.0,0.0
Naranjito,PR,0.0,0.0
Orocovis,PR,0.0,0.0
Patillas,PR,0.0,0.0
Penuelas,PR,0.0,0.0
Ponce,PR,0.0,0.0
Quebradillas,PR,0.0,0.0
Rincon,PR,0.0,0.0
Rio Grande,PR,0.0,0.0
Sabana Grande,PR,0.0,0.0
Salinas,PR,0.0,0.0
San German,PR,0.0,0.0
San Juan,PR,0.0,0.0
San Lorenzo,PR,0.0,0.0
San Sabastian,PR,0.0,0.0
Santa Isabel,PR,0.0,0.0
Toa Alta,PR,0.0,0.0
Toa Baja,PR,0.0,0.0
Trujillo Alto,PR,0.0,0.0
Utuado,PR,0.0,0.0
Vega Alta,PR,0.0,0.0
Vega Baja,PR,0.0,0.0
Vieques,PR,0.0,0.0
Villalba,PR,0.0,0.0
Yabucoa,PR,0.0,0.0
Yauco,PR,0.0,0.0
St. Croix,VI,0.0,0.0
St. John,VI,0.0,0.0
St. Thomas,VI,0.0,0.0
