County,State,Dem,Rep
Ashe,NC,26.33,72.41
Avery,NC,23.17,75.83
Beaufort,NC,36.61,62.46
Bertie,NC,60.51,38.89
Bladen,NC,42.78,56.5
Brunswick,NC,36.94,61.94
Buncombe,NC,59.74,38.63
Burke,NC,29.41,69.55
Cabarrus,NC,44.5,53.94
Caldwell,NC,23.92,74.99
Camden,NC,25.82,72.43
Carteret,NC,28.32,70.33
Caswell,NC,40.33,58.82
Catawba,NC,30.79,67.83
Chatham,NC,55.12,43.59
Cherokee,NC,21.82,76.89
Chowan,NC,41.71,57.44
Clay,NC,24.65,74.16
Cleveland,NC,33.05,65.87
Columbus,NC,35.72,63.65
Craven,NC,39.85,58.48
Cumberland,NC,57.4,40.8
Currituck,NC,25.98,72.19
Dare,NC,41.0,57.52
Davidson,NC,25.57,73.05
Davie,NC,26.52,72.02
Duplin,NC,38.6,60.72
Durham,NC,80.42,18.04
Edgecombe,NC,63.15,36.13
Forsyth,NC,56.16,42.26
Franklin,NC,42.51,55.96
Gaston,NC,35.46,63.23
Gates,NC,42.64,56.39
Graham,NC,19.4,79.53
Granville,NC,46.09,52.68
Greene,NC,43.78,55.68
Guilford,NC,60.84,37.72
Halifax,NC,60.35,39.13
Harnett,NC,37.9,60.35
Haywood,NC,35.97,62.49
Henderson,NC,39.8,58.55
Hertford,NC,66.74,32.72
Hoke,NC,54.55,43.69
Hyde,NC,41.97,56.9
Iredell,NC,33.1,65.46
Jackson,NC,44.76,53.0
Johnston,NC,37.05,61.38
Jones,NC,39.76,59.37
Lee,NC,41.86,56.77
Lenoir,NC,47.89,51.36
Lincoln,NC,26.43,72.37
McDowell,NC,25.35,73.39
Macon,NC,30.03,68.51
Madison,NC,37.48,61.02
Martin,NC,47.14,52.09
Mecklenburg,NC,66.68,31.6
Mitchell,NC,20.65,78.42
Montgomery,NC,33.68,65.46
Moore,NC,35.62,63.02
Nash,NC,49.64,49.41
New Hanover,NC,50.17,48.04
Northampton,NC,60.03,39.46
Onslow,NC,33.59,63.79
Orange,NC,74.82,23.74
Pamlico,NC,35.55,63.54
Pasquotank,NC,49.41,49.1
Pender,NC,34.31,64.26
Perquimans,NC,33.3,65.51
Person,NC,38.66,60.22
Pitt,NC,53.96,44.51
Polk,NC,36.56,62.22
Randolph,NC,21.3,77.6
Richmond,NC,42.16,56.98
Robeson,NC,40.31,58.93
Rockingham,NC,33.45,65.47
Rowan,NC,31.49,67.15
Rutherford,NC,26.53,72.3
Sampson,NC,38.32,60.84
Scotland,NC,48.64,50.58
Stanly,NC,23.95,75.01
Stokes,NC,20.57,78.37
Surry,NC,23.8,75.16
Swain,NC,39.33,58.87
Transylvania,NC,41.38,57.03
Tyrrell,NC,41.72,57.46
Union,NC,37.19,61.36
Vance,NC,59.2,39.96
Wake,NC,62.25,35.8
Warren,NC,62.18,36.45
Washington,NC,54.73,44.82
Watauga,NC,53.14,44.85
Wayne,NC,43.6,55.29
Wilkes,NC,21.18,77.8
Wilson,NC,50.95,48.07
Yadkin,NC,18.89,79.97
Yancey,NC,32.49,66.21
Adams,ND,20.33,77.3
Barnes,ND,32.7,64.12
Benson,ND,41.92,55.79
Billings,ND,11.34,85.2
Bottineau,ND,23.65,74.19
Bowman,ND,13.76,84.19
Burke,ND,11.86,86.06
Burleigh,ND,28.27,68.46
Cass,ND,46.84,49.53
Cavalier,ND,23.47,74.21
Dickey,ND,25.08,71.86
Divide,ND,22.05,75.21
Dunn,ND,14.63,83.45
Eddy,ND,30.37,67.72
Emmons,ND,11.8,86.51
Foster,ND,20.98,76.6
Golden Valley,ND,13.35,84.89
Grand Forks,ND,41.59,54.85
Grant,ND,14.99,82.91
Griggs,ND,24.64,72.56
Hettinger,ND,14.94,83.16
Kidder,ND,15.14,83.22
La Moure,ND,23.75,74.13
Logan,ND,11.9,86.43
McHenry,ND,18.78,78.72
McIntosh,ND,17.94,79.24
McKenzie,ND,15.02,82.71
McLean,ND,22.22,75.83
Mercer,ND,15.06,82.48
Morton,ND,23.3,73.67
Mountrail,ND,30.16,67.8
Nelson,ND,32.98,64.21
Oliver,ND,12.1,86.12
Pembina,ND,23.6,73.85
Pierce,ND,23.36,74.48
Ramsey,ND,30.51,66.59
Ransom,ND,38.51,57.78
Renville,ND,16.68,80.74
Richland,ND,32.13,64.93
Rolette,ND,65.25,33.04
Sargent,ND,35.65,61.16
Sheridan,ND,12.81,84.73
Sioux,ND,67.79,21.75
Slope,ND,10.3,88.99
Stark,ND,16.6,80.47
Steele,ND,36.03,59.93
Stutsman,ND,26.87,70.23
Towner,ND,27.0,70.7
Traill,ND,36.1,60.98
Walsh,ND,27.87,69.5
Ward,ND,25.82,70.71
Wells,ND,18.62,79.74
Williams,ND,15.13,81.9
Adams,OH,17.75,81.27
Allen,OH,29.42,68.85
Ashland,OH,24.77,73.5
Ashtabula,OH,37.29,60.79
Athens,OH,56.55,41.58
Auglaize,OH,18.01,80.54
Belmont,OH,27.57,71.09
Brown,OH,20.72,77.96
Butler,OH,37.28,61.26
Carroll,OH,22.84,75.49
Champaign,OH,25.31,72.93
Clark,OH,37.41,60.65
Clermont,OH,30.79,67.36
Clinton,OH,22.84,75.32
Columbiana,OH,26.74,71.51
Coshocton,OH,24.6,73.5
Crawford,OH,23.73,74.52
Cuyahoga,OH,66.36,32.32
Darke,OH,17.42,81.01
Defiance,OH,30.86,67.27
Delaware,OH,45.69,52.51
Erie,OH,43.28,54.83
Fairfield,OH,37.48,60.97
Fayette,OH,23.56,75.03
Franklin,OH,64.68,33.4
Fulton,OH,29.22,68.98
Gallia,OH,21.67,77.14
Geauga,OH,37.84,60.95
Greene,OH,39.26,58.74
Guernsey,OH,25.06,73.41
Hamilton,OH,57.15,41.28
Hancock,OH,30.32,67.86
Hardin,OH,23.11,75.1
Harrison,OH,23.07,75.58
Henry,OH,27.47,70.86
Highland,OH,19.31,79.68
Hocking,OH,28.0,70.28
Holmes,OH,15.36,83.19
Huron,OH,28.49,69.59
Jackson,OH,22.36,76.36
Jefferson,OH,29.98,68.3
Knox,OH,27.3,71.01
Lake,OH,42.45,56.03
Lawrence,OH,26.58,72.06
Licking,OH,35.02,63.05
Logan,OH,21.59,76.74
Lorain,OH,47.96,50.4
Lucas,OH,57.39,40.66
Madison,OH,28.65,69.57
Mahoning,OH,48.36,50.26
Marion,OH,29.67,68.25
Medina,OH,37.53,60.92
Meigs,OH,22.72,75.83
Mercer,OH,16.94,81.79
Miami,OH,26.97,71.23
Monroe,OH,22.42,76.31
Montgomery,OH,50.18,47.94
Morgan,OH,25.16,73.53
Morrow,OH,21.92,76.22
Muskingum,OH,29.58,68.86
Noble,OH,18.43,80.89
Ottawa,OH,37.46,60.83
Paulding,OH,23.33,74.72
Perry,OH,24.57,74.1
Pickaway,OH,25.8,72.73
Pike,OH,25.03,73.7
Portage,OH,42.95,55.39
Preble,OH,20.57,77.94
Putnam,OH,16.02,82.28
Richland,OH,29.41,69.15
Ross,OH,31.64,66.77
Sandusky,OH,35.17,62.72
Scioto,OH,28.33,70.54
Seneca,OH,31.98,66.1
Shelby,OH,17.65,80.74
Stark,OH,39.93,58.44
Summit,OH,53.92,44.38
Trumbull,OH,44.01,54.57
Tuscarawas,OH,29.24,69.09
Union,OH,33.22,64.62
Van Wert,OH,20.45,77.7
Vinton,OH,22.04,76.71
Warren,OH,33.76,64.49
Washington,OH,28.81,69.53
Wayne,OH,30.69,67.72
Williams,OH,25.96,72.12
Wood,OH,45.29,52.89
Wyandot,OH,23.97,74.21
Adair,OK,19.51,78.57
Alfalfa,OK,10.26,87.44
Atoka,OK,14.2,84.56
Beaver,OK,8.72,90.36
Beckham,OK,13.19,85.14
Blaine,OK,17.64,80.39
Bryan,OK,20.8,77.27
Caddo,OK,27.08,71.13
Canadian,OK,27.03,70.31
Carter,OK,22.95,75.46
Cherokee,OK,34.02,63.36
Choctaw,OK,18.55,80.56
Cimarron,OK,6.64,92.03
Cleveland,OK,41.6,55.67
Coal,OK,14.82,82.84
Comanche,OK,38.58,58.67
Cotton,OK,15.28,82.31
Craig,OK,20.18,77.69
Creek,OK,21.56,76.36
Custer,OK,22.16,75.39
Delaware,OK,20.13,78.61
Dewey,OK,9.07,90.04
Ellis,OK,8.65,90.12
Garfield,OK,21.93,75.66
Garvin,OK,17.08,81.29
Grady,OK,17.94,80.25
Grant,OK,12.58,86.07
Greer,OK,16.62,81.35
Harmon,OK,18.97,80.06
Harper,OK,9.15,89.24
Haskell,OK,15.62,83.07
Hughes,OK,18.92,79.78
Jackson,OK,20.02,77.75
Jefferson,OK,13.38,84.95
Johnston,OK,17.36,80.95
Kay,OK,23.42,74.4
Kingfisher,OK,13.21,85.4
Kiowa,OK,20.4,78.0
Latimer,OK,17.93,80.89
Le Flore,OK,17.54,80.9
Lincoln,OK,17.52,80.69
Logan,OK,25.29,72.35
Love,OK,17.44,81.08
McClain,OK,18.62,79.51
McCurtain,OK,16.2,82.72
McIntosh,OK,24.37,74.05
Major,OK,9.23,88.95
Marshall,OK,18.14,80.66
Mayes,OK,21.54,76.68
Murray,OK,19.61,78.25
Muskogee,OK,32.0,65.89
Noble,OK,20.31,77.38
Nowata,OK,16.21,82.21
Okfuskee,OK,22.19,75.73
Oklahoma,OK,48.08,49.21
Okmulgee,OK,30.44,67.55
Osage,OK,29.22,68.76
Ottawa,OK,23.48,74.71
Pawnee,OK,20.09,77.62
Payne,OK,36.78,60.09
Pittsburg,OK,21.02,77.28
Pontotoc,OK,26.87,70.53
Pottawatomie,OK,25.81,71.81
Pushmataha,OK,14.1,84.74
Roger Mills,OK,9.16,88.82
Rogers,OK,21.52,76.38
Seminole,OK,25.79,72.1
Sequoyah,OK,19.73,78.73
Stephens,OK,16.55,81.65
Texas,OK,16.19,81.6
Tillman,OK,22.05,76.66
Tulsa,OK,40.87,56.46
Wagoner,OK,23.95,74.04
Washington,OK,24.64,72.66
Washita,OK,12.52,85.53
Woods,OK,16.07,81.38
Woodward,OK,12.91,84.92
Baker,OR,23.62,74.02
Benton,OR,67.86,28.18
Clackamas,OR,53.96,42.89
Clatsop,OR,54.02,42.74
Columbia,OR,42.94,53.23
Coos,OR,38.42,58.88
Crook,OR,24.61,73.06
Curry,OR,40.59,56.84
Deschutes,OR,52.67,44.43
Douglas,OR,29.78,67.29
Gilliam,OR,27.5,70.8
Grant,OR,20.21,77.13
Harney,OR,19.95,77.55
Hood River,OR,66.95,30.21
Jackson,OR,46.77,50.23
Jefferson,OR,36.88,60.35
Josephine,OR,35.73,61.48
Klamath,OR,28.29,68.91
Lake,OR,18.15,79.53
Lane,OR,60.46,36.15
Lincoln,OR,56.58,40.55
Linn,OR,36.5,59.87
Malheur,OR,27.62,69.36
Marion,OR,48.86,47.73
Morrow,OR,26.79,70.07
Multnomah,OR,79.21,17.9
Polk,OR,47.46,49.14
Sherman,OR,21.52,76.24
Tillamook,OR,47.76,49.47
Umatilla,OR,32.41,64.38
Union,OR,28.47,68.91
Wallowa,OR,31.56,66.11
Wasco,OR,46.74,49.79
Washington,OR,65.54,30.93
Wheeler,OR,22.49,73.68
Yamhill,OR,46.12,50.15
Adams,PA,32.13,66.13
Allegheny,PA,59.43,39.03
Armstrong,PA,23.22,75.47
Beaver,PA,40.38,58.01
Bedford,PA,15.82,83.39
Berks,PA,45.08,53.22
Blair,PA,27.67,71.07
Bradford,PA,26.61,71.45
Bucks,PA,51.53,47.16
Butler,PA,33.0,65.42
Cambria,PA,30.71,67.96
Cameron,PA,25.98,72.58
Carbon,PA,33.28,65.26
Centre,PA,51.42,46.7
Chester,PA,57.76,40.72
Clarion,PA,23.96,74.67
Clearfield,PA,24.49,73.94
Clinton,PA,31.15,67.39
Columbia,PA,33.67,64.25
Crawford,PA,30.69,67.82
Cumberland,PA,43.78,54.3
Dauphin,PA,53.4,44.9
Delaware,PA,62.75,36.02
Elk,PA,26.68,71.64
Erie,PA,49.66,48.63
Fayette,PA,32.87,66.24
Forest,PA,27.43,70.91
Franklin,PA,27.67,70.65
Fulton,PA,13.58,85.41
Greene,PA,27.75,71.08
Huntingdon,PA,23.84,74.69
Indiana,PA,30.6,68.03
Jefferson,PA,19.8,78.54
Juniata,PA,18.66,79.93
Lackawanna,PA,53.58,45.23
Lancaster,PA,41.17,56.94
Lawrence,PA,34.59,64.08
Lebanon,PA,33.3,65.03
Lehigh,PA,53.05,45.47
Luzerne,PA,42.26,56.63
Lycoming,PA,28.57,69.8
McKean,PA,26.13,72.18
Mercer,PA,36.25,62.19
Mifflin,PA,21.36,77.37
Monroe,PA,52.43,46.08
Montgomery,PA,62.41,36.23
Montour,PA,38.41,59.53
Northampton,PA,49.64,48.92
Northumberland,PA,29.94,68.28
Perry,PA,24.06,73.98
Philadelphia,PA,81.21,17.86
Pike,PA,40.02,58.99
Potter,PA,19.0,79.68
Schuylkill,PA,29.29,69.07
Snyder,PA,25.6,72.9
Somerset,PA,21.3,77.45
Sullivan,PA,25.6,72.79
Susquehanna,PA,28.59,69.72
Tioga,PA,23.45,74.51
Union,PA,37.02,61.19
Venango,PA,28.51,69.81
Warren,PA,29.37,68.92
Washington,PA,37.97,60.7
Wayne,PA,32.65,66.21
Westmoreland,PA,35.16,63.46
Wyoming,PA,31.57,66.68
York,PA,36.85,61.36
Bristol,RI,63.52,34.3
Kent,RI,52.76,45.12
Newport,RI,63.89,34.07
Providence,RI,60.52,37.61
Washington,RI,58.57,39.2
Abbeville,SC,32.98,66.07
Aiken,SC,37.89,60.56
Allendale,SC,75.65,23.24
Anderson,SC,28.27,70.31
Bamberg,SC,61.86,37.29
Barnwell,SC,45.73,53.21
Beaufort,SC,44.38,54.37
Berkeley,SC,43.29,54.95
Calhoun,SC,47.1,51.92
Charleston,SC,55.51,42.63
Cherokee,SC,27.63,71.4
Chester,SC,44.05,54.96
Chesterfield,SC,39.37,59.85
Clarendon,SC,49.3,49.97
Colleton,SC,44.61,54.14
Darlington,SC,46.95,51.92
Dillon,SC,49.13,50.24
Dorchester,SC,43.77,54.24
Edgefield,SC,37.23,61.52
Fairfield,SC,60.83,38.11
Florence,SC,48.29,50.56
Georgetown,SC,43.15,55.87
Greenville,SC,39.91,58.11
Greenwood,SC,37.95,60.71
Hampton,SC,57.21,41.98
Horry,SC,32.92,66.11
Jasper,SC,49.92,49.17
Kershaw,SC,37.76,60.87
Lancaster,SC,37.97,60.78
Laurens,SC,33.32,65.61
Lee,SC,63.21,35.68
Lexington,SC,34.1,64.2
McCormick,SC,47.17,51.92
Marion,SC,60.34,38.84
Marlboro,SC,54.95,44.07
Newberry,SC,37.35,61.42
Oconee,SC,25.61,73.03
Orangeburg,SC,66.24,33.01
Pickens,SC,23.71,74.56
Richland,SC,68.4,30.09
Saluda,SC,31.95,66.96
Spartanburg,SC,35.6,62.94
Sumter,SC,55.97,42.93
Union,SC,37.23,61.73
Williamsburg,SC,64.37,34.61
York,SC,40.96,57.43
Aurora,SD,22.56,74.88
Beadle,SD,29.76,67.9
Bennett,SD,39.39,58.66
Bon Homme,SD,24.03,74.48
Brookings,SD,41.94,54.92
Brown,SD,37.26,60.3
Brule,SD,27.03,70.28
Buffalo,SD,64.12,33.33
Butte,SD,19.55,77.7
Campbell,SD,13.4,85.57
Charles Mix,SD,31.11,67.46
Clark,SD,23.62,74.22
Clay,SD,54.11,43.1
Codington,SD,29.15,68.06
Corson,SD,48.48,50.43
Custer,SD,27.7,70.11
Davison,SD,31.32,66.39
Day,SD,35.49,63.06
Deuel,SD,25.91,72.3
Dewey,SD,57.53,40.18
Douglas,SD,12.65,86.0
Edmunds,SD,21.01,77.48
Fall River,SD,26.05,71.2
Faulk,SD,16.75,81.56
Grant,SD,28.2,69.91
Gregory,SD,20.15,78.43
Haakon,SD,9.23,90.24
Hamlin,SD,20.99,76.94
Hand,SD,20.32,78.05
Hanson,SD,23.32,75.08
Harding,SD,6.03,92.0
Hughes,SD,33.85,63.3
Hutchinson,SD,20.23,78.15
Hyde,SD,19.15,79.44
Jackson,SD,32.2,66.19
Jerauld,SD,26.84,71.67
Jones,SD,15.03,83.14
Kingsbury,SD,29.47,68.51
Lake,SD,35.21,62.68
Lawrence,SD,32.81,63.3
Lincoln,SD,36.98,60.55
Lyman,SD,32.87,65.25
McCook,SD,26.52,71.31
McPherson,SD,16.77,81.19
Marshall,SD,39.39,59.09
Meade,SD,24.03,72.24
Mellette,SD,38.75,58.39
Miner,SD,28.12,69.16
Minnehaha,SD,43.85,53.34
Moody,SD,36.77,60.85
Pennington,SD,35.83,60.96
Perkins,SD,14.32,83.94
Potter,SD,16.45,82.54
Roberts,SD,42.44,55.82
Sanborn,SD,21.69,76.37
Shannon,SD,88.41,9.28
Spink,SD,31.55,66.52
Stanley,SD,25.48,72.82
Sully,SD,19.89,78.06
Todd,SD,77.31,20.95
Tripp,SD,18.36,80.16
Turner,SD,25.04,72.34
Union,SD,30.77,67.13
Walworth,SD,21.9,76.2
Yankton,SD,36.84,60.38
Ziebach,SD,53.09,44.59
Anderson,TN,33.01,65.18
Bedford,TN,23.33,75.2
Benton,TN,21.06,78.07
Bledsoe,TN,16.86,82.06
Blount,TN,26.92,71.12
Bradley,TN,21.48,76.76
Campbell,TN,16.35,82.58
Cannon,TN,19.23,79.15
Carroll,TN,21.5,77.32
Carter,TN,18.49,79.96
Cheatham,TN,27.22,71.26
Chester,TN,18.62,78.48
Claiborne,TN,17.01,81.92
Clay,TN,20.96,77.95
Cocke,TN,17.05,81.85
Coffee,TN,23.49,73.65
Crockett,TN,22.6,76.43
Cumberland,TN,20.84,77.97
Davidson,TN,64.49,32.36
Decatur,TN,17.25,80.69
De Kalb,TN,20.56,78.37
Dickson,TN,25.1,72.54
Dyer,TN,20.94,78.04
Fayette,TN,30.57,68.26
Fentress,TN,13.91,85.24
Franklin,TN,25.42,73.11
Gibson,TN,25.84,72.8
Giles,TN,24.98,74.1
Grainger,TN,14.48,84.52
Greene,TN,18.51,79.25
Grundy,TN,16.87,82.02
Hamblen,TN,22.33,76.37
Hamilton,TN,44.14,53.83
Hancock,TN,13.19,86.44
Hardeman,TN,41.54,57.24
Hardin,TN,15.38,82.85
Hawkins,TN,16.45,82.2
Haywood,TN,53.93,44.94
Henderson,TN,17.4,81.51
Henry,TN,23.58,74.69
Hickman,TN,21.66,77.06
Houston,TN,23.63,73.74
Humphreys,TN,24.49,74.31
Jackson,TN,21.32,77.36
Jefferson,TN,19.71,78.98
Johnson,TN,15.97,82.91
Knox,TN,41.45,56.47
Lake,TN,25.86,73.35
Lauderdale,TN,35.62,63.29
Lawrence,TN,17.07,81.92
Lewis,TN,19.11,79.76
Lincoln,TN,18.7,78.68
Loudon,TN,23.68,73.99
McMinn,TN,19.09,79.66
McNairy,TN,17.23,80.65
Macon,TN,13.78,85.34
Madison,TN,42.82,55.75
Marion,TN,23.97,74.77
Marshall,TN,24.23,74.22
Maury,TN,30.9,67.44
Meigs,TN,18.22,80.75
Monroe,TN,18.1,80.7
Montgomery,TN,42.3,54.96
Moore,TN,16.19,81.6
Morgan,TN,14.18,84.22
Obion,TN,19.15,79.8
Overton,TN,20.26,78.89
Perry,TN,17.94,80.95
Pickett,TN,17.91,81.24
Polk,TN,17.85,81.24
Putnam,TN,27.34,70.73
Rhea,TN,17.37,81.03
Roane,TN,23.32,74.2
Robertson,TN,25.78,72.77
Rutherford,TN,41.24,56.63
Scott,TN,10.89,88.42
Sequatchie,TN,17.9,80.74
Sevier,TN,20.03,77.6
Shelby,TN,64.42,33.98
Smith,TN,19.91,78.84
Stewart,TN,19.57,78.62
Sullivan,TN,23.23,75.12
Sumner,TN,29.88,68.5
Tipton,TN,25.04,73.49
Trousdale,TN,25.31,73.44
Unicoi,TN,19.44,79.44
Union,TN,15.38,83.75
Van Buren,TN,18.62,80.18
Warren,TN,24.51,74.02
Washington,TN,30.96,67.18
Wayne,TN,12.3,86.89
Weakley,TN,21.99,75.69
White,TN,18.02,80.76
Williamson,TN,36.08,62.2
Wilson,TN,29.94,67.67
Anderson,TX,20.57,78.59
Andrews,TX,14.5,84.31
Angelina,TX,26.4,72.4
Aransas,TX,23.73,75.17
Archer,TX,9.3,89.66
Armstrong,TX,6.74,93.08
Atascosa,TX,32.4,66.37
Austin,TX,20.23,78.48
Bailey,TX,21.99,77.1
Bandera,TX,19.68,79.03
Bastrop,TX,42.09,55.81
Baylor,TX,10.75,87.78
Bee,TX,34.88,63.72
Bell,TX,44.65,53.17
Bexar,TX,58.2,40.05
Blanco,TX,25.62,72.97
Borden,TX,3.85,95.43
Bosque,TX,17.1,81.84
Bowie,TX,28.09,70.87
Brazoria,TX,40.15,58.35
Brazos,TX,41.43,55.71
Brewster,TX,46.83,51.04
Briscoe,TX,10.76,88.14
Brooks,TX,59.18,40.18
Brown,TX,13.19,85.78
Burleson,TX,20.77,78.33
Burnet,TX,22.81,75.93
Caldwell,TX,44.56,53.64
Calhoun,TX,27.34,71.8
Callahan,TX,10.73,87.92
Cameron,TX,56.04,42.89
Camp,TX,27.55,71.66
Carson,TX,9.51,89.01
Cass,TX,20.07,79.22
Castro,TX,22.37,76.91
Chambers,TX,18.46,80.15
Cherokee,TX,21.58,77.41
Childress,TX,13.6,85.26
Clay,TX,10.69,88.25
Cochran,TX,17.7,80.9
Coke,TX,10.01,89.15
Coleman,TX,10.92,88.18
Collin,TX,46.92,51.26
Collingsworth,TX,12.73,86.04
Colorado,TX,24.26,74.91
Comal,TX,27.93,70.58
Comanche,TX,14.02,85.06
Concho,TX,15.54,83.44
Cooke,TX,16.87,81.98
Coryell,TX,32.2,65.71
Cottle,TX,17.07,81.57
Crane,TX,16.03,82.97
Crockett,TX,21.86,77.51
Crosby,TX,26.98,71.48
Culberson,TX,50.69,48.03
Dallam,TX,12.24,86.33
Dallas,TX,64.89,33.29
Dawson,TX,21.32,77.88
Deaf Smith,TX,27.42,71.45
Delta,TX,15.55,83.41
Denton,TX,45.15,53.23
De Witt,TX,18.4,80.89
Dickens,TX,13.16,86.34
Dimmit,TX,61.76,37.75
Donley,TX,12.01,87.26
Duval,TX,50.96,48.35
Eastland,TX,11.85,87.27
Ector,TX,25.49,73.33
Edwards,TX,15.76,83.77
Ellis,TX,32.17,66.19
El Paso,TX,66.66,31.56
Erath,TX,17.28,81.08
Falls,TX,30.96,68.11
Fannin,TX,17.69,81.1
Fayette,TX,20.56,78.6
Fisher,TX,19.28,79.3
Floyd,TX,21.48,77.69
Foard,TX,17.97,80.76
Fort Bend,TX,54.57,44.01
Franklin,TX,16.05,83.07
Freestone,TX,18.77,80.25
Frio,TX,45.88,53.48
Gaines,TX,9.61,89.31
Galveston,TX,37.95,60.56
Garza,TX,13.97,85.48
Gillespie,TX,20.04,78.95
Glasscock,TX,5.97,93.57
Goliad,TX,21.95,77.22
Gonzales,TX,25.47,73.57
Gray,TX,10.65,87.9
Grayson,TX,24.39,74.26
Gregg,TX,30.84,67.72
Grimes,TX,22.82,75.98
Guadalupe,TX,37.04,61.16
Hale,TX,23.77,74.87
Hall,TX,14.37,85.12
Hamilton,TX,14.73,83.11
Hansford,TX,8.11,90.33
Hardeman,TX,15.25,84.18
Hardin,TX,12.57,86.33
Harris,TX,55.94,42.69
Harrison,TX,26.61,72.23
Hartley,TX,9.38,89.89
Haskell,TX,15.94,83.11
Hays,TX,54.41,43.59
Hemphill,TX,11.98,86.4
Henderson,TX,19.44,79.61
Hidalgo,TX,58.04,40.98
Hill,TX,19.15,79.87
Hockley,TX,18.3,80.69
Hood,TX,17.36,81.42
Hopkins,TX,19.11,79.79
Houston,TX,24.52,74.8
Howard,TX,20.2,78.64
Hudspeth,TX,31.85,66.87
Hunt,TX,23.07,75.56
Hutchinson,TX,11.0,87.55
Irion,TX,13.5,85.38
Jack,TX,8.75,90.38
Jackson,TX,16.26,82.34
Jasper,TX,18.92,80.34
Jeff Davis,TX,38.39,60.08
Jefferson,TX,48.62,50.2
Jim Hogg,TX,58.79,40.91
Jim Wells,TX,44.77,54.52
Johnson,TX,22.86,75.85
Jones,TX,14.82,83.96
Karnes,TX,23.5,75.55
Kaufman,TX,32.45,66.34
Kendall,TX,22.76,75.92
Kenedy,TX,33.51,65.46
Kent,TX,10.17,88.96
Kerr,TX,23.51,75.25
Kimble,TX,12.39,86.69
King,TX,5.03,94.97
Kinney,TX,27.82,71.37
Kleberg,TX,48.56,50.29
Knox,TX,18.2,81.04
Lamar,TX,20.79,78.16
Lamb,TX,19.05,79.84
Lampasas,TX,20.62,77.76
La Salle,TX,43.72,55.49
Lavaca,TX,13.07,86.34
Lee,TX,21.6,77.22
Leon,TX,12.34,86.62
Liberty,TX,19.72,79.44
Limestone,TX,24.33,74.65
Lipscomb,TX,9.68,89.06
Live Oak,TX,16.2,83.08
Llano,TX,19.47,79.61
Loving,TX,6.06,90.91
Lubbock,TX,33.12,65.27
Lynn,TX,18.67,80.81
McCulloch,TX,14.26,84.52
McLennan,TX,37.49,60.84
McMullen,TX,10.27,89.15
Madison,TX,20.54,78.69
Marion,TX,27.53,71.34
Martin,TX,13.33,85.97
Mason,TX,18.47,80.48
Matagorda,TX,27.19,71.72
Maverick,TX,54.29,44.84
Medina,TX,29.89,69.04
Menard,TX,19.16,80.06
Midland,TX,20.9,77.34
Milam,TX,23.6,75.48
Mills,TX,10.82,88.5
Mitchell,TX,15.39,84.14
Montague,TX,11.17,87.74
Montgomery,TX,27.39,71.22
Moore,TX,19.28,79.14
Morris,TX,29.87,69.3
Motley,TX,7.06,92.64
Nacogdoches,TX,33.6,64.88
Navarro,TX,26.67,72.16
Newton,TX,19.25,80.11
Nolan,TX,21.69,77.11
Nueces,TX,47.85,50.75
Ochiltree,TX,9.57,89.1
Oldham,TX,8.03,90.88
Orange,TX,17.66,81.09
Palo Pinto,TX,17.44,81.5
Panola,TX,17.96,81.44
Parker,TX,17.1,81.5
Parmer,TX,18.42,80.57
Pecos,TX,29.61,68.87
Polk,TX,22.27,76.79
Potter,TX,29.76,68.45
Presidio,TX,65.99,32.52
Rains,TX,13.91,85.16
Randall,TX,19.79,78.54
Reagan,TX,15.3,83.81
Real,TX,16.15,82.9
Red River,TX,21.46,77.8
Reeves,TX,37.82,61.1
Refugio,TX,32.92,65.66
Roberts,TX,3.09,96.18
Robertson,TX,29.31,69.71
Rockwall,TX,30.45,68.15
Runnels,TX,12.52,86.35
Rusk,TX,21.65,77.34
Sabine,TX,12.18,87.12
San Augustine,TX,24.49,75.14
San Jacinto,TX,18.49,80.39
San Patricio,TX,34.71,63.79
San Saba,TX,11.03,88.7
Schleicher,TX,18.21,81.1
Scurry,TX,13.94,84.89
Shackelford,TX,7.99,91.15
Shelby,TX,20.5,79.06
Sherman,TX,9.17,89.31
Smith,TX,29.52,68.85
Somervell,TX,15.52,82.98
Starr,TX,52.06,47.06
Stephens,TX,10.43,88.96
Sterling,TX,7.98,91.39
Stonewall,TX,15.76,83.56
Sutton,TX,20.68,78.48
Swisher,TX,20.3,78.34
Tarrant,TX,49.31,49.09
Taylor,TX,26.46,71.73
Terrell,TX,25.98,72.93
Terry,TX,20.96,77.85
Throckmorton,TX,9.17,90.16
Titus,TX,27.09,71.81
Tom Green,TX,27.07,71.47
Travis,TX,71.41,26.43
Trinity,TX,19.07,80.41
Tyler,TX,14.52,84.82
Upshur,TX,15.21,83.56
Upton,TX,12.43,86.11
Uvalde,TX,39.38,59.69
Val Verde,TX,44.31,54.21
Van Zandt,TX,13.51,85.56
Victoria,TX,30.33,68.25
Walker,TX,33.39,65.12
Waller,TX,36.03,62.73
Ward,TX,18.82,79.83
Washington,TX,24.42,74.27
Webb,TX,61.05,37.8
Wharton,TX,28.01,71.15
Wheeler,TX,7.19,92.38
Wichita,TX,28.59,69.65
Wilbarger,TX,21.13,77.9
Willacy,TX,56.01,43.99
