County,State,Dem,Rep
Greenlee,AZ,33.09,57.33
La Paz,AZ,26.47,67.27
Maricopa,AZ,44.83,47.67
Mohave,AZ,21.83,72.9
Navajo,AZ,40.85,51.07
Pima,AZ,53.28,39.71
Pinal,AZ,36.97,56.21
Santa Cruz,AZ,71.14,23.71
Yavapai,AZ,31.1,62.32
Yuma,AZ,46.42,47.47
Arkansas,AR,31.21,61.59
Ashley,AR,29.79,66.04
Baxter,AR,21.09,74.28
Benton,AR,28.92,62.87
Boone,AR,18.16,75.94
Bradley,AR,36.05,59.24
Calhoun,AR,28.16,68.58
Carroll,AR,31.07,63.08
Chicot,AR,56.27,41.09
Clark,AR,42.46,51.65
Clay,AR,23.06,72.71
Cleburne,AR,17.39,78.26
Cleveland,AR,21.56,73.4
Columbia,AR,35.33,61.39
Conway,AR,33.51,61.17
Craighead,AR,29.62,64.35
Crawford,AR,19.99,74.33
Crittenden,AR,52.72,43.66
Cross,AR,29.08,66.69
Dallas,AR,42.04,54.46
Desha,AR,52.34,45.08
Drew,AR,35.86,60.17
Faulkner,AR,30.78,61.75
Franklin,AR,20.32,74.43
Fulton,AR,22.36,72.74
Garland,AR,30.17,63.93
Grant,AR,18.44,76.9
Greene,AR,21.03,73.42
Hempstead,AR,33.72,62.43
Hot Spring,AR,26.36,68.42
Howard,AR,28.9,67.54
Independence,AR,21.16,72.98
Izard,AR,20.43,74.19
Jackson,AR,30.7,63.36
Jefferson,AR,60.91,35.72
Johnson,AR,26.64,66.85
Lafayette,AR,36.08,61.47
Lawrence,AR,22.22,71.49
Lee,AR,57.34,40.61
Lincoln,AR,32.72,64.17
Little River,AR,26.73,68.97
Logan,AR,21.65,72.54
Lonoke,AR,20.9,73.65
Madison,AR,23.21,72.04
Marion,AR,20.18,75.08
Miller,AR,26.56,70.19
Mississippi,AR,42.94,53.48
Monroe,AR,45.49,51.63
Montgomery,AR,21.02,74.26
Nevada,AR,35.64,61.61
Newton,AR,18.63,76.61
Ouachita,AR,43.49,53.86
Perry,AR,24.36,69.86
Phillips,AR,61.99,35.18
Pike,AR,17.21,79.13
Poinsett,AR,24.35,71.25
Polk,AR,14.72,80.4
Pope,AR,22.15,72.03
Prairie,AR,23.64,72.74
Pulaski,AR,56.06,38.34
Randolph,AR,22.34,70.69
St Francis,AR,54.25,43.0
Saline,AR,25.44,68.83
Scott,AR,17.15,77.81
Searcy,AR,16.12,79.27
Sebastian,AR,27.56,65.25
Sevier,AR,23.56,71.94
Sharp,AR,20.31,74.59
Stone,AR,21.41,73.21
Union,AR,34.66,61.89
Van Buren,AR,21.11,73.33
Washington,AR,40.76,50.67
White,AR,18.46,75.28
Woodruff,AR,43.49,52.39
Yell,AR,22.98,71.56
Alameda,CA,78.06,14.54
Alpine,CA,55.48,36.05
Amador,CA,33.42,58.37
Butte,CA,42.85,46.54
Calaveras,CA,33.76,57.42
Colusa,CA,39.73,53.02
Contra Costa,CA,67.5,24.51
Del Norte,CA,36.46,53.71
El Dorado,CA,38.26,51.76
Fresno,CA,49.24,43.21
Glenn,CA,32.37,61.12
Humboldt,CA,55.32,30.61
Imperial,CA,67.93,26.42
Inyo,CA,38.57,51.94
Kern,CA,40.42,53.07
Kings,CA,39.69,52.73
Lake,CA,46.59,42.95
Lassen,CA,20.79,70.79
Los Angeles,CA,71.76,22.41
Madera,CA,39.14,53.69
Marin,CA,77.27,15.48
Mariposa,CA,35.17,58.41
Mendocino,CA,58.23,28.72
Merced,CA,52.47,40.39
Modoc,CA,22.82,70.15
Mono,CA,52.51,39.97
Monterey,CA,66.78,26.16
Napa,CA,63.87,28.37
Nevada,CA,47.43,42.53
Orange,CA,50.94,42.35
Placer,CA,39.52,51.14
Plumas,CA,35.12,55.03
Riverside,CA,49.73,44.35
Sacramento,CA,57.98,33.75
San Benito,CA,56.6,35.44
San Bernardino,CA,52.12,41.48
San Diego,CA,56.07,36.43
San Francisco,CA,84.47,9.23
San Joaquin,CA,53.36,39.18
San Luis Obispo,CA,48.91,40.94
San Mateo,CA,75.67,18.43
Santa Barbara,CA,59.9,31.51
Santa Clara,CA,72.71,20.58
Santa Cruz,CA,73.26,17.26
Shasta,CA,27.52,63.9
Sierra,CA,32.35,56.4
Siskiyou,CA,35.3,55.34
Solano,CA,60.87,30.88
Sonoma,CA,68.77,22.03
Stanislaus,CA,46.81,45.01
Sutter,CA,38.66,53.74
Tehama,CA,28.48,64.81
Trinity,CA,38.28,48.62
Tulare,CA,41.7,51.09
Tuolumne,CA,35.23,56.2
Ventura,CA,54.59,37.16
Yolo,CA,66.7,25.26
Yuba,CA,34.39,57.27
Adams,CO,49.86,41.35
Alamosa,CO,45.96,43.9
Arapahoe,CO,52.76,38.63
Archuleta,CO,34.06,58.1
Baca,CO,13.14,81.42
Bent,CO,30.62,61.65
Boulder,CO,70.34,22.0
Chaffee,CO,43.45,47.92
Cheyenne,CO,11.98,83.94
Clear Creek,CO,46.52,43.9
Conejos,CO,44.03,47.59
Costilla,CO,60.88,31.82
Crowley,CO,22.2,70.66
Custer,CO,25.99,67.22
Delta,CO,24.34,69.42
Denver,CO,73.69,18.89
Dolores,CO,19.28,75.22
Douglas,CO,36.62,54.71
Eagle,CO,55.9,35.64
Elbert,CO,19.61,73.25
El Paso,CO,33.86,56.19
Fremont,CO,24.11,68.82
Garfield,CO,42.58,49.61
Gilpin,CO,45.69,43.79
Grand,CO,39.1,52.33
Gunnison,CO,54.48,34.94
Hinsdale,CO,33.45,57.56
Huerfano,CO,43.17,49.78
Jackson,CO,19.86,73.05
Jefferson,CO,48.89,42.01
Kiowa,CO,10.64,85.15
Kit Carson,CO,14.48,80.15
Lake,CO,50.52,39.7
La Plata,CO,49.84,40.41
Larimer,CO,47.51,42.57
Las Animas,CO,39.01,54.62
Lincoln,CO,16.79,77.67
Logan,CO,19.04,74.9
Mesa,CO,27.98,64.1
Mineral,CO,36.35,52.76
Moffat,CO,13.39,81.3
Montezuma,CO,30.9,61.07
Montrose,CO,25.8,67.88
Morgan,CO,26.35,68.1
Otero,CO,34.82,58.31
Ouray,CO,51.27,40.82
Park,CO,32.84,58.89
Phillips,CO,18.7,76.8
Pitkin,CO,69.69,24.23
Prowers,CO,23.64,70.39
Pueblo,CO,45.62,46.11
Rio Blanco,CO,12.64,80.9
Rio Grande,CO,36.16,55.75
Routt,CO,54.34,37.39
Saguache,CO,49.98,40.46
San Juan,CO,52.37,42.49
San Miguel,CO,68.72,23.86
Sedgwick,CO,19.57,74.41
Summit,CO,59.09,31.53
Teller,CO,24.94,67.47
Washington,CO,10.83,84.12
Weld,CO,34.35,56.6
Yuma,CO,15.15,80.36
Fairfield,CT,57.89,38.0
Hartford,CT,59.09,36.42
Litchfield,CT,40.82,54.44
Middlesex,CT,51.18,43.86
New Haven,CT,54.25,41.96
New London,CT,50.42,43.76
Tolland,CT,49.73,44.16
Windham,CT,42.88,50.66
Kent,DE,44.63,49.5
New Castle,DE,61.95,32.52
Sussex,DE,37.07,59.01
Washington,DC,90.86,4.09
Alachua,FL,58.28,36.0
Baker,FL,16.62,81.02
Bay,FL,24.71,70.5
Bradford,FL,24.05,73.31
Brevard,FL,37.62,57.16
Broward,FL,66.08,31.16
Calhoun,FL,20.25,75.96
Charlotte,FL,34.41,61.96
Citrus,FL,28.34,67.72
Clay,FL,25.93,69.85
Collier,FL,35.41,61.11
Columbia,FL,26.33,70.57
De Soto,FL,34.68,62.17
Dixie,FL,17.53,80.35
Duval,FL,47.12,48.48
Escambia,FL,37.27,57.6
Flagler,FL,37.98,58.38
Franklin,FL,28.78,68.08
Gadsden,FL,67.62,30.29
Gilchrist,FL,17.21,79.56
Glades,FL,29.01,68.37
Gulf,FL,23.46,72.69
Hamilton,FL,34.67,62.7
Hardee,FL,28.11,68.57
Hendry,FL,41.27,55.4
Hernando,FL,33.59,62.3
Highlands,FL,32.46,64.26
Hillsborough,FL,50.99,44.19
Holmes,FL,9.97,87.46
Indian River,FL,35.96,60.2
Jackson,FL,30.23,67.38
Jefferson,FL,46.05,51.11
Lafayette,FL,15.19,82.35
Lake,FL,36.58,59.48
Lee,FL,37.9,58.12
Leon,FL,59.83,34.98
Levy,FL,26.16,70.64
Liberty,FL,19.66,76.78
Madison,FL,41.29,56.8
Manatee,FL,39.4,56.4
Marion,FL,35.27,61.3
Martin,FL,34.84,61.41
Miami-Dade,FL,63.22,33.83
Monroe,FL,44.14,50.97
Nassau,FL,23.13,72.92
Okaloosa,FL,23.29,70.42
Okeechobee,FL,28.77,67.99
Orange,FL,59.77,35.37
Osceola,FL,60.41,35.56
Palm Beach,FL,56.24,40.89
Pasco,FL,37.06,58.41
Pinellas,FL,46.98,48.08
Polk,FL,40.92,54.86
Putnam,FL,30.31,66.48
St Johns,FL,31.27,64.34
St Lucie,FL,47.1,49.5
Santa Rosa,FL,20.82,73.68
Sarasota,FL,42.3,53.79
Seminole,FL,46.55,48.1
Sumter,FL,29.31,68.27
Suwannee,FL,21.1,76.05
Taylor,FL,23.02,74.13
Union,FL,17.72,79.83
Volusia,FL,41.44,54.32
Wakulla,FL,28.15,68.07
Walton,FL,20.28,75.98
Washington,FL,20.19,77.04
Appling,GA,20.45,78.35
Atkinson,GA,26.7,71.95
Bacon,GA,15.09,83.49
Baker,GA,45.14,53.82
Baldwin,GA,49.45,47.76
Banks,GA,9.81,87.94
Barrow,GA,22.55,72.35
Bartow,GA,20.67,75.28
Ben Hill,GA,35.39,62.99
Berrien,GA,15.83,81.99
Bibb,GA,58.5,38.24
Bleckley,GA,22.14,74.77
Brantley,GA,9.82,88.35
Brooks,GA,39.9,58.41
Bryan,GA,26.29,68.95
Bulloch,GA,36.2,59.01
Burke,GA,50.28,47.73
Butts,GA,26.97,70.6
Calhoun,GA,58.22,40.99
Camden,GA,31.1,64.56
Candler,GA,27.27,70.79
Carroll,GA,28.03,67.54
Catoosa,GA,17.71,77.49
Charlton,GA,24.91,73.21
Chatham,GA,55.1,40.41
Chattahoochee,GA,42.73,54.03
Chattooga,GA,19.55,78.31
Cherokee,GA,22.37,71.51
Clarke,GA,65.1,27.96
Clay,GA,54.75,44.46
Clayton,GA,83.59,13.51
Clinch,GA,27.84,70.09
Cobb,GA,47.93,45.77
Coffee,GA,29.25,68.5
Colquitt,GA,25.42,72.65
Columbia,GA,28.96,66.07
Cook,GA,28.83,68.68
Coweta,GA,26.66,68.37
Crawford,GA,27.45,70.23
Crisp,GA,37.58,60.26
Dade,GA,15.17,79.41
Dawson,GA,12.25,83.76
Decatur,GA,39.97,58.35
De Kalb,GA,79.08,16.19
Dodge,GA,26.24,71.64
Dooly,GA,48.51,50.56
Dougherty,GA,67.96,29.83
Douglas,GA,53.34,42.7
Early,GA,45.14,53.13
Echols,GA,13.2,85.19
Effingham,GA,20.56,75.73
Elbert,GA,31.63,65.93
Emanuel,GA,30.84,67.57
Evans,GA,31.15,66.26
Fannin,GA,16.19,81.1
Fayette,GA,37.85,56.98
Floyd,GA,26.27,69.17
Forsyth,GA,23.71,70.58
Franklin,GA,14.54,82.5
Fulton,GA,67.7,26.85
Gilmer,GA,15.29,81.55
Glascock,GA,9.93,88.85
Glynn,GA,34.19,62.47
Gordon,GA,16.69,79.69
Grady,GA,32.52,65.33
Greene,GA,35.87,61.55
Gwinnett,GA,50.2,44.41
Habersham,GA,15.2,80.76
Hall,GA,22.74,72.72
Hancock,GA,75.28,23.49
Haralson,GA,12.89,83.79
Harris,GA,24.76,72.33
Hart,GA,25.44,71.71
Heard,GA,17.51,79.41
Henry,GA,50.38,46.02
Houston,GA,37.34,58.65
Irwin,GA,24.28,74.01
Jackson,GA,16.38,79.44
Jasper,GA,25.45,71.86
Jeff Davis,GA,17.6,80.17
Jefferson,GA,54.77,43.91
Jenkins,GA,36.75,62.01
Johnson,GA,30.82,68.34
Jones,GA,31.47,65.98
Lamar,GA,29.68,67.87
Lanier,GA,28.07,69.1
Laurens,GA,34.46,63.33
Lee,GA,22.25,74.73
Liberty,GA,58.7,37.68
Lincoln,GA,31.03,67.26
Long,GA,33.03,63.78
Lowndes,GA,39.58,56.84
Lumpkin,GA,17.74,76.85
McDuffie,GA,39.68,58.27
McIntosh,GA,38.79,58.73
Macon,GA,63.1,35.92
Madison,GA,20.07,76.16
Marion,GA,38.03,60.22
Meriwether,GA,41.13,56.47
Miller,GA,24.49,74.33
Mitchell,GA,44.33,54.3
Monroe,GA,28.15,69.61
Montgomery,GA,23.69,74.66
Morgan,GA,27.93,68.78
Murray,GA,14.39,82.67
Muscogee,GA,57.32,38.8
Newton,GA,49.6,47.27
Oconee,GA,27.42,65.96
Oglethorpe,GA,27.43,69.3
Paulding,GA,27.53,68.21
Peach,GA,47.18,50.08
Pickens,GA,14.02,82.51
Pierce,GA,12.35,86.2
Pike,GA,14.15,83.03
Polk,GA,20.08,77.16
Pulaski,GA,30.62,67.6
Putnam,GA,28.95,68.68
Quitman,GA,44.16,55.08
Rabun,GA,17.94,78.12
Randolph,GA,55.12,43.84
Richmond,GA,64.21,32.17
Rockdale,GA,61.06,35.39
Schley,GA,20.85,76.55
Screven,GA,40.24,57.83
Seminole,GA,33.14,65.36
Spalding,GA,36.23,60.58
Stephens,GA,18.72,78.31
Stewart,GA,59.38,39.12
Sumter,GA,49.97,47.76
Talbot,GA,61.39,36.68
Taliaferro,GA,60.76,38.91
Tattnall,GA,24.26,73.54
Taylor,GA,38.03,60.56
Telfair,GA,34.59,64.54
Terrell,GA,53.92,44.58
Thomas,GA,37.82,59.45
Tift,GA,30.45,67.13
Toombs,GA,25.59,72.39
Towns,GA,17.79,79.16
Treutlen,GA,31.89,66.93
Troup,GA,37.2,60.32
Turner,GA,36.59,61.53
Twiggs,GA,48.56,50.14
Union,GA,16.27,81.67
Upson,GA,31.78,66.69
Walker,GA,17.29,77.73
Walton,GA,20.29,76.18
Ware,GA,28.23,69.87
Warren,GA,56.3,42.46
Washington,GA,49.5,48.9
Wayne,GA,19.55,78.09
Webster,GA,42.38,56.45
Wheeler,GA,30.73,67.6
White,GA,14.05,81.94
Whitfield,GA,25.79,69.98
Wilcox,GA,28.63,70.43
Wilkes,GA,41.19,57.33
Wilkinson,GA,44.08,54.29
Worth,GA,24.28,73.95
Hawaii,HI,63.61,26.98
Honolulu,HI,61.48,31.61
Kauai,HI,62.49,28.76
Maui,HI,64.45,25.89
Ada,ID,38.68,47.91
Adams,ID,19.01,71.28
Bannock,ID,30.95,51.41
Bear Lake,ID,8.71,75.24
Benewah,ID,18.4,74.15
Bingham,ID,17.59,65.61
Blaine,ID,59.83,31.15
Boise,ID,20.37,70.08
Bonner,ID,27.78,63.71
Bonneville,ID,20.19,60.38
Boundary,ID,18.07,73.39
Butte,ID,13.01,74.31
Camas,ID,18.64,69.49
Canyon,ID,23.2,64.88
Caribou,ID,8.93,74.96
Cassia,ID,12.67,72.74
Clark,ID,15.55,71.73
Clearwater,ID,18.52,75.03
Custer,ID,17.69,73.61
Elmore,ID,21.29,68.25
Franklin,ID,7.0,70.94
Fremont,ID,11.39,71.57
Gem,ID,15.45,75.18
Gooding,ID,17.92,72.11
Idaho,ID,14.53,78.23
Jefferson,ID,8.51,73.52
Jerome,ID,19.69,68.79
Kootenai,ID,24.53,67.03
Latah,ID,44.53,39.98
Lemhi,ID,17.9,73.51
Lewis,ID,16.98,75.6
Lincoln,ID,20.59,67.73
Madison,ID,7.66,56.99
Minidoka,ID,16.98,71.13
Nez Perce,ID,28.07,62.2
Oneida,ID,8.9,74.03
Owyhee,ID,15.06,77.76
Payette,ID,17.31,74.55
Power,ID,25.34,60.41
Shoshone,ID,27.03,64.39
Teton,ID,43.39,43.55
Twin Falls,ID,20.86,66.37
Valley,ID,35.76,54.33
Washington,ID,17.42,73.69
Adams,IL,23.76,70.54
Alexander,IL,44.75,53.05
Bond,IL,27.32,64.57
Boone,IL,39.07,53.4
Brown,IL,20.01,75.49
Bureau,IL,36.38,56.01
Calhoun,IL,28.74,66.94
Carroll,IL,32.87,59.56
Cass,IL,31.64,62.76
Champaign,IL,54.72,36.42
Christian,IL,25.79,68.12
Clark,IL,23.68,70.91
Clay,IL,16.06,79.07
Clinton,IL,22.65,71.26
Coles,IL,33.35,59.33
Cook,IL,73.93,20.79
Crawford,IL,22.79,71.83
Cumberland,IL,18.51,75.5
De Kalb,IL,46.94,43.79
De Witt,IL,25.28,67.19
Douglas,IL,23.78,69.53
Du Page,IL,53.08,38.64
Edgar,IL,22.7,71.46
Edwards,IL,13.06,83.57
Effingham,IL,17.51,77.43
Fayette,IL,18.97,76.86
Ford,IL,22.11,70.04
Franklin,IL,25.26,70.1
Fulton,IL,38.82,53.76
Gallatin,IL,24.27,71.74
Greene,IL,21.58,74.22
Grundy,IL,34.71,57.9
Hamilton,IL,19.3,77.14
Hancock,IL,23.45,70.5
Hardin,IL,19.55,76.96
Henderson,IL,32.83,61.26
Henry,IL,36.0,56.75
Iroquois,IL,19.11,74.42
Jackson,IL,47.26,44.05
Jasper,IL,18.08,77.76
Jefferson,IL,26.03,68.8
Jersey,IL,24.37,70.49
Jo Daviess,IL,39.37,54.01
Johnson,IL,18.76,76.35
Kane,IL,51.91,41.43
Kankakee,IL,40.1,53.12
Kendall,IL,46.03,46.18
Knox,IL,44.81,47.71
Lake,IL,56.37,36.16
La Salle,IL,39.29,53.65
Lawrence,IL,21.17,74.19
Lee,IL,35.69,55.6
Livingston,IL,26.22,66.54
Logan,IL,26.72,65.97
McDonough,IL,40.23,51.7
McHenry,IL,42.24,49.75
McLean,IL,44.51,45.79
Macon,IL,38.17,55.9
Macoupin,IL,29.87,63.96
Madison,IL,38.86,54.15
Marion,IL,25.55,69.36
Marshall,IL,29.9,63.25
Mason,IL,31.02,62.5
Massac,IL,23.26,72.36
Menard,IL,27.89,64.94
Mercer,IL,36.02,56.39
Monroe,IL,28.6,65.25
Montgomery,IL,27.0,66.5
Morgan,IL,31.73,61.32
Moultrie,IL,23.57,70.91
Ogle,IL,33.27,59.32
Peoria,IL,48.12,45.05
Perry,IL,24.93,69.42
Piatt,IL,29.19,62.19
Pike,IL,18.76,76.41
Pope,IL,17.51,78.34
Pulaski,IL,35.17,61.24
Putnam,IL,36.86,56.78
Randolph,IL,24.23,70.61
Richland,IL,20.59,74.59
Rock Island,IL,50.47,42.19
St Clair,IL,50.03,44.35
Saline,IL,22.59,72.7
Sangamon,IL,41.58,50.77
Schuyler,IL,28.04,65.83
Scott,IL,20.51,75.38
Shelby,IL,20.71,74.48
Stark,IL,27.38,64.82
Stephenson,IL,38.19,54.48
Tazewell,IL,31.95,59.78
Union,IL,27.88,67.2
Vermilion,IL,32.58,61.93
Wabash,IL,21.07,74.07
Warren,IL,38.26,54.76
Washington,IL,19.47,74.9
Wayne,IL,12.62,83.93
White,IL,19.25,76.89
Whiteside,IL,43.14,49.31
Will,IL,49.94,43.63
Williamson,IL,26.94,67.72
Winnebago,IL,46.41,46.33
Woodford,IL,25.63,66.49
Adams,IN,21.26,73.12
Allen,IN,37.26,56.47
Bartholomew,IN,30.08,63.09
Benton,IN,23.32,69.93
Blackford,IN,25.47,68.63
Boone,IN,31.29,60.41
Brown,IN,31.47,62.69
Carroll,IN,21.74,72.1
Cass,IN,26.46,68.27
Clark,IN,36.32,57.99
Clay,IN,20.34,75.26
Clinton,IN,23.51,71.15
Crawford,IN,28.5,64.95
Daviess,IN,16.64,78.98
Dearborn,IN,20.24,75.06
Decatur,IN,18.97,75.95
De Kalb,IN,23.19,70.92
Delaware,IN,39.89,53.31
Dubois,IN,26.82,66.51
Elkhart,IN,31.31,63.21
Fayette,IN,23.46,71.25
Floyd,IN,36.85,56.64
Fountain,IN,19.59,75.15
Franklin,IN,17.74,78.12
Fulton,IN,23.23,71.23
Gibson,IN,24.03,71.56
Grant,IN,27.41,66.51
Greene,IN,21.13,74.14
Hamilton,IN,36.72,56.04
Hancock,IN,24.42,68.76
Harrison,IN,25.77,69.74
Hendricks,IN,29.67,63.45
Henry,IN,25.25,68.48
Howard,IN,30.03,63.4
Huntington,IN,21.67,71.99
Jackson,IN,21.75,72.79
Jasper,IN,24.7,69.61
Jay,IN,23.55,71.02
Jefferson,IN,31.69,62.59
Jennings,IN,21.05,73.23
Johnson,IN,25.79,67.7
Knox,IN,24.18,71.0
Kosciusko,IN,19.46,73.78
La Grange,IN,21.52,72.68
Lake,IN,57.66,37.29
La Porte,IN,43.41,49.74
Lawrence,IN,21.88,72.95
Madison,IN,34.2,59.54
Marion,IN,58.03,35.53
Marshall,IN,26.3,67.36
Martin,IN,18.18,76.29
Miami,IN,20.34,73.34
Monroe,IN,58.53,35.23
Montgomery,IN,22.01,72.41
Morgan,IN,19.21,75.28
Newton,IN,23.96,69.57
Noble,IN,22.83,71.32
Ohio,IN,23.49,72.51
Orange,IN,24.74,70.1
Owen,IN,22.59,71.41
Parke,IN,21.71,73.28
Perry,IN,37.84,56.3
Pike,IN,21.7,73.58
Porter,IN,43.03,49.62
Posey,IN,27.96,66.74
Pulaski,IN,24.31,70.6
Putnam,IN,22.65,71.78
Randolph,IN,23.24,71.43
Ripley,IN,19.1,75.81
Rush,IN,20.99,72.83
St Joseph,IN,46.72,46.51
Scott,IN,28.88,66.4
Shelby,IN,23.49,70.34
Spencer,IN,28.47,65.41
Starke,IN,26.72,68.34
Steuben,IN,25.45,68.87
Sullivan,IN,24.53,71.26
Switzerland,IN,25.07,68.97
Tippecanoe,IN,43.07,48.57
Tipton,IN,21.13,74.42
Union,IN,21.57,73.76
Vanderburgh,IN,38.88,55.19
Vermillion,IN,29.84,64.72
Vigo,IN,39.7,54.67
Wabash,IN,22.27,72.47
Warren,IN,21.22,73.31
Warrick,IN,30.35,63.84
Washington,IN,23.16,72.12
Wayne,IN,32.53,62.66
Wells,IN,19.46,75.3
White,IN,25.65,68.27
Whitley,IN,21.44,72.07
Adair,IA,29.73,64.58
Adams,IA,26.83,66.24
Allamakee,IA,34.97,59.12
Appanoose,IA,29.56,65.73
Audubon,IA,31.65,62.6
Benton,IA,33.79,59.46
Black Hawk,IA,50.05,42.66
Boone,IA,39.03,52.72
Bremer,IA,39.56,53.24
Buchanan,IA,38.72,53.75
Buena Vista,IA,34.5,59.23
Butler,IA,28.71,65.5
Calhoun,IA,27.1,67.22
Carroll,IA,31.38,62.96
Cass,IA,27.38,66.82
Cedar,IA,37.72,55.5
Cerro Gordo,IA,42.94,50.6
Cherokee,IA,26.83,66.99
Chickasaw,IA,35.21,58.15
Clarke,IA,32.89,60.91
Clay,IA,26.1,68.2
Clayton,IA,35.46,58.24
Clinton,IA,43.76,48.88
Crawford,IA,28.71,66.58
Dallas,IA,41.05,50.56
Davis,IA,25.17,70.14
Decatur,IA,32.16,61.49
Delaware,IA,32.0,61.62
Des Moines,IA,42.99,49.88
Dickinson,IA,29.52,65.22
Dubuque,IA,45.96,47.18
Emmet,IA,28.55,65.73
Fayette,IA,36.98,56.34
Floyd,IA,39.44,54.28
Franklin,IA,30.05,63.67
Fremont,IA,26.79,66.95
Greene,IA,35.08,58.49
Grundy,IA,27.01,65.88
Guthrie,IA,30.12,63.1
Hamilton,IA,35.43,58.01
Hancock,IA,27.03,67.74
Hardin,IA,32.66,61.57
Harrison,IA,28.55,65.67
Henry,IA,30.88,61.45
Howard,IA,36.78,57.27
Humboldt,IA,24.61,70.14
Ida,IA,21.93,73.5
Iowa,IA,34.64,58.46
Jackson,IA,37.22,56.49
Jasper,IA,37.35,55.48
Jefferson,IA,45.49,45.95
Johnson,IA,65.25,27.35
Jones,IA,37.37,56.45
Keokuk,IA,26.92,68.0
Kossuth,IA,29.55,65.68
Lee,IA,38.48,54.5
Linn,IA,50.33,41.32
Louisa,IA,32.91,61.28
Lucas,IA,28.46,66.08
Lyon,IA,14.43,81.42
Madison,IA,31.01,62.07
Mahaska,IA,24.63,69.9
Marion,IA,30.77,61.53
Marshall,IA,42.56,50.87
Mills,IA,27.15,65.82
Mitchell,IA,34.85,58.89
Monona,IA,27.27,68.24
Monroe,IA,27.32,68.25
Montgomery,IA,26.05,68.12
Muscatine,IA,43.06,49.32
O Brien,IA,17.76,77.67
Osceola,IA,17.18,78.77
Page,IA,25.65,69.46
Palo Alto,IA,29.73,65.51
Plymouth,IA,21.87,73.39
Pocahontas,IA,24.92,69.91
Polk,IA,51.74,40.38
Pottawattamie,IA,35.98,57.28
Poweshiek,IA,43.77,50.3
Ringgold,IA,27.82,67.38
